authors,dates,statements,sources,targets,FinalTarget,BinaryTarget
Ciara O'Rourke,"August 17, 2022","“The Congressional Budget Office says 90% of the revenue generated from the new IRS agents will come from people making less than $200,000 … and the revenue generated will be $300-plus billion.”",Tim Scott,false,Fake,0
Warren Fiske,"August 17, 2022",There’s polio in New York City’s tap water.,Viral image,false,Fake,0
Ciara O'Rourke,"August 17, 2022","“Democrats are voting to add an army of 87,000 IRS agents who will target middle class taxpayers and conduct at least 1 million more audits each year. ”",Bob Good,barely-true,Fake,0
Ciara O'Rourke,"August 17, 2022",Video shows Congress voting for a highly classified “Homeland Terrorism Preparedness Bill.”,Viral image,pants-fire,Fake,0
Ciara O'Rourke,"August 16, 2022",Rep. Adam Kinzinger “admits Trump won” the 2020 presidential election.,Facebook posts,false,Fake,0
D.L. Davis,"August 16, 2022",Anne Heche was murdered by the illuminati because she was working on a movie about Jeffrey Epstein.,Instagram posts,false,Fake,0
Amy Sherman,"August 16, 2022","""We are number one in the country as far as our spending (COVID-19 relief) money on businesses as it relates to the percentage of federal funds that we receive.""",Tony Evers,half-true,Real,1
Madison Czopek,"August 16, 2022","""Send your postcards to 5 key states to decertify fraud” in the 2020 election.",Facebook posts,pants-fire,Fake,0
Ciara O'Rourke,"August 16, 2022","Reuters reported that “White House employee Andrew Bates did use Nazi symbolism in a recent tweet.""",Facebook posts,false,Fake,0
Gabrielle Settles,"August 16, 2022","The COVID-19 vaccine caused Ashton Kutcher to lose “vision, hearing and ability to walk.”",Viral image,false,Fake,0
Andy Nguyen,"August 16, 2022",Empty store shelves at a Walmart in South Carolina were because of a meat shortage.,Facebook posts,false,Fake,0
Ciara O'Rourke,"August 15, 2022","“Liz Cheney cries like kids after loses in ‘primary’ against Trump’s pick,” two days before the primary election.",Facebook posts,pants-fire,Fake,0
Ciara O'Rourke,"August 15, 2022",“They put” monkeypox in the water in Atlanta.,Viral image,false,Fake,0
Yacob Reyes,"August 15, 2022","Donald Trump Jr. tweeted, “While my father loves almost all his supporters, please do not come to Mar-a-Lago to support President Trump. We have many important people coming through the club and need to keep it clean.”",Viral image,false,Fake,0
Andy Nguyen,"August 15, 2022",Video shows Ron DeSantis arguing with Sean Hannity,X posts,false,Fake,0
Tom Kertscher,"August 12, 2022","""Bill Gates and AOC say that a cow emits more pollution than a car.""",Facebook posts,false,Fake,0
Yacob Reyes,"August 12, 2022","""Brian Kemp wants to investigate and punish women for having miscarriages.""",Stacey Abrams,false,Fake,0
D.L. Davis,"August 12, 2022","""Boston Children’s Hospital is now offering 'gender-affirming hysterectomies' for young girls.""",X posts,false,Fake,0
Tom Kertscher,"August 12, 2022",On endorsing former President Donald Trump in 2024,Tim Michels,half-flip,Fake,0
Jon Greenberg,"August 12, 2022","""Adam Laxalt fought an investigation into the oil industry, then they funded his campaign.""",Catherine Cortez Masto,half-true,Real,1
Jeff Cercone,"August 12, 2022","""President Barack Hussein Obama kept 33 million pages of documents, much of them classified. How many of them pertained to nuclear? Word is, lots!""",Donald Trump,pants-fire,Fake,0
Ciara O'Rourke,"August 12, 2022",The government is arming up the IRS because “Joe Biden is raising taxes and disarming Americans.”,Matt Gaetz,false,Fake,0
Alan Hovorka,"August 12, 2022",A photo shows Ghislaine Maxwell and Bruce Reinhart.,Viral image,false,Fake,0
Jon Greenberg,"August 11, 2022","""Governor Tony Evers gave counties the green light to defund Wisconsin's police departments.""",Republican Governors Association,barely-true,Fake,0
Ciara O'Rourke,"August 11, 2022","“Democrats' new army of 87,000 IRS agents will be coming for you — with 710,000 new audits for Americans who earn less than $75k.”",Kevin McCarthy,barely-true,Fake,0
Jeff Cercone,"August 11, 2022","“Pennsylvania sent out 1,823,148 mail-in ballots. They got back 2,589,242.”",Viral image,false,Fake,0
Warren Fiske,"August 11, 2022","A ""Delta Force” seized a shipment of weapons headed to the IRS.",TikTok posts,pants-fire,Fake,0
Andy Nguyen,"August 11, 2022",“Abigail Spanberger still votes with and shares Joe Biden’s positions 100% of the time.”,Yesli Vega,mostly-true,Real,1
Amy Sherman,"August 10, 2022",Electric cars in California are not sustainable as only 10% of their batteries are recyclable and the state can’t recycle them.,Instagram posts,false,Fake,0
Nuria Diaz,"• August 10,",On taking the Fifth Amendment,Donald Trump,half-flip,Fake,0
Yacob Reyes,"August 10, 2022","""Urgente! China confirma la invasión de Los Ángeles y Baja California! Prepararon 1000 destructores!""",Facebook posts,false,Fake,0
Madison Czopek,"August 10, 2022","""They are literally chopping off the private parts of young kids.""",Ron DeSantis,barely-true,Fake,0
Andy Nguyen,"August 10, 2022","Former President Donald Trump asked “for troops around the Capitol to make sure everyone is safe,” on Jan. 6, 2021, but was “turned down by the Democrats.”",Facebook posts,false,Fake,0
Ciara O'Rourke,"August 10, 2022",Video shows Clark County poll worker acting illegally by asking people to place their ballots into a bag outside of a drop box.,Facebook posts,false,Fake,0
Paul Specht,"August 10, 2022",Photo shows electric cars that were bought for civil servants in France and then abandoned because “it was too expensive to replace the batteries.”,Viral image,false,Fake,0
Ciara O'Rourke,"August 9, 2022",“North Carolina is among some of the top states in the country for the number of ghost guns that are seized as crime guns.”,Michael Easley Jr.,mostly-true,Real,1
Nuria Diaz,"• August 9,",“Ted Cruz leaks new document obtained from Hunter’s laptop implicating Nancy Pelosi.”,Facebook posts,false,Fake,0
Nusaiba Mizan,"August 9, 2022","""Urgente! China prepara un ataque nuclear desde el espacio! Nueva York en alerta roja!""",Facebook posts,false,Fake,0
Jeff Cercone,"August 9, 2022","""Under Abbott, Texas leads the nation in rape offenses while the rate of arrests for rape has fallen by nearly half.""",Beto O'Rourke,mostly-true,Real,1
Julie Appleby,"August 9, 2022",Brittney Griner is really a man.,Facebook posts,pants-fire,Fake,0
Kelly Smits,"August 9, 2022","About a federal hospital price transparency requirement, “Nobody’s enforcing that law.”",Power to the Patients,half-true,Real,1
Sara Swann,"August 8, 2022",“We have more oil and gas permits than ever before right now.”,Mandela Barnes,mostly-true,Real,1
Louis Jacobson,"August 8, 2022","Photo shows a “massive” crowd at a Trump rally in Wisconsin on Aug. 5, 2022.",Viral image,false,Fake,0
Monique Curet,"August 6, 2022",Overturning Roe v. Wade was an “unconstitutional action by” the Supreme Court.,Karine Jean-Pierre,false,Fake,0
Louis Jacobson,"August 5, 2022",There is documentation of bull sharks in the Great Lakes.,Instagram posts,false,Fake,0
Maria Ramirez,"• August 5,",The Senate Democrats’ reconciliation bill “will strip $300 billion from Medicare.”,American Prosperity Alliance,false,Fake,0
Grace Abels,"August 5, 2022",“Biden wants to give illegals ID cards so they can start collecting American benefits.”,Tomi Lahren,false,Fake,0
Monique Curet,"August 5, 2022","Consuming “rice and beans, milk, cheese, butter and eggs” causes disease by age 30.",Facebook posts,pants-fire,Fake,0
Andy Nguyen,"August 5, 2022",Suggests root canals are linked to breast cancer.,Instagram posts,false,Fake,0
Madeline Heim,"August 5, 2022","""Congratulations to the IRS on winning the $846.3 million Mega Millions Jackpot.”",Facebook posts,false,Fake,0
Madison Czopek,"August 5, 2022",“Tim Michels pushed for years to raise (Wisconsin’s) gas tax.”,Rebecca Kleefisch,barely-true,Fake,0
Jeff Cercone,"August 4, 2022",The CDC has classified monkeypox as an airborne form of herpes that can lead to paralysis.,Facebook posts,false,Fake,0
Julie Rovner,"August 4, 2022","""AirPods are essentially microwaving your brain.”",Instagram posts,false,Fake,0
Nuria Diaz,"• August 3,","“In no way, shape, or form is access to contraception limited or at risk of being limited.”",Kat Cammack,false,Fake,0
Louis Jacobson,"August 3, 2022",Una ballena se traga a dos mujeres en California.,Facebook posts,false,Fake,0
Andy Nguyen,"August 3, 2022","A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,half-true,Real,1
Tom Kertscher,"August 3, 2022","Nancy Pelosi and Democrats ""want to turn 150 million Americans into felons overnight"" with HR 1808.",Instagram posts,false,Fake,0
Grace Abels,"August 3, 2022","John Fetterman wants to “eliminate life sentences for murderers.""",Mehmet Oz,barely-true,Fake,0
Gabrielle Settles,"August 2, 2022","""The Sun is out of place, the Moon is out of place and the stars are out of place. The compasses are off"" because of a shift in the Earth’s poles.",Facebook posts,pants-fire,Fake,0
Monique Curet,"August 2, 2022","Synthetic cyanide-based B12 is a ""toxic ingredient in your kids vitamins.""",Facebook posts,false,Fake,0
D.L. Davis,"August 2, 2022",“China threatens to shoot Nancy Pelosi’s plane down if she visits Taiwan.”,Instagram posts,false,Fake,0
Amy Sherman,"August 1, 2022","""There is absolutely no reason why Wisconsin should be facing a worker shortage to the level we are when there are 123,000 more able-bodied childless adults on BadgerCare since the pandemic.""",Rebecca Kleefisch,barely-true,Fake,0
Jon Greenberg,"August 1, 2022",Pens provided by Maricopa County are part of a plot to rig the Arizona primary.,X posts,false,Fake,0
Andy Nguyen,"August 1, 2022",Sen. Mark Kelly “voted to legalize abortion up until the moment of birth.”,Blake Masters,barely-true,Fake,0
Warren Fiske,"August 1, 2022",The Atlantic published a story titled “Quiet Courage of Biden’s Negative Growth Economy”,Viral image,false,Fake,0
Nina Baker,"August 1, 2022",“Abigail Spanberger is raking in thousands from defund the police groups because she supports defunding the police.”,National Republican Congressional Committee,false,Fake,0
Maria Ramirez,"• August 1,",The Democrats’ Women’s Health Protection Act of 2022 “would permit abortion up until delivery.”,Mariannette Miller-Meeks,barely-true,Fake,0
Yacob Reyes,"July 30, 2022","""Karrin Taylor Robson gave illegals tuition discounts and made us pay for it.""",Kari Lake,half-true,Real,1
Monique Curet,"July 29, 2022","You can't pour water on flames from an electric car battery because “water makes lithium burn.""",Facebook posts,false,Fake,0
Grace Abels,"July 29, 2022",“Know what they always find in Alzheimer’s patients? Excessive aluminum in the brain. Know what makes your body hoard aluminum? Fluoride.”,Facebook posts,false,Fake,0
Gabrielle Settles,"July 29, 2022","A cure for cancer, known as a Rife machine, was found in 1934.",Viral image,false,Fake,0
Kristin Hugo,"July 29, 2022",Baby carrots are soaked in bleach and can cause cancer.,Facebook posts,false,Fake,0
Andy Nguyen,"July 29, 2022","In its July  “red alert” for extreme heat, the U.K.'s Met Office warned that high temperatures could cause blood clotting.",Facebook posts,false,Fake,0
Madison Czopek,"July 29, 2022","""A Jackson, Tennessee, employee passed out this morning from handling a dollar bill with fentanyl on it.""",Facebook posts,false,Fake,0
Monique Curet,"July 29, 2022","“‘Monkeypox’ is only circulating in countries where the Pfizer vaccine has been distributed and is being used to advance a Technocratic Great Reset.""",Facebook posts,false,Fake,0
Yacob Reyes,"July 29, 2022","“Three doctors from the same hospital ‘die suddenly’ in the same week,” after the hospital mandated a fourth COVID-19 vaccine for employees.",The Gateway Pundit,false,Fake,0
Amy Sherman,"July 29, 2022","Dr. Birx ""changes tune on"" COVID-19 vaccines and ""admits vaccines don't work.""",Facebook posts,false,Fake,0
Madeline Heim,"July 29, 2022","In 2020, “250,000 ballots were manufactured” in Georgia and “Biden was given win” by Secretary of State Brad Raffensperger",The Gateway Pundit,pants-fire,Fake,0
Louis Jacobson,"July 28, 2022",“The legislature has long maintained that the law never allowed these illegal drop boxes.”,Robin Vos,barely-true,Fake,0
Grace Abels,"July 28, 2022","""We've cut the deficit by a record $1.5 trillion this year.""",Janet Yellen,half-true,Real,1
Tom Kertscher,"July 28, 2022",NASA photos of the moon and Earth show that “space is fake.”,Viral image,pants-fire,Fake,0
Jill Terreri,"• July 28,",Raphael Warnock and Catherine Cortez Masto “voted to allow hundreds of millions of dollars of COVID relief funds to be squandered” on leisure projects.,One Nation,half-true,Real,1
Grace Abels,"July 28, 2022",The entire banking system in Canada is closing down.,Facebook posts,false,Fake,0
Andy Nguyen,"July 27, 2022",A “small area” in western Texas and southeastern New Mexico “has enough oil to fuel America for the next 200 years.”,Viral image,false,Fake,0
